phrase	raw_frequency	dp1	dp2	logDice	label	compound-nn	compound-adj
verschieden Veranstaltungsform	1499	0,851521662	0,001386519	5,504691614	free	1	0
deutsch Feuerwehrverband	408	0,6875371	0,000187941	2,629176394	ne	1	0
frankiert Rückumschlag	457	0,68721541	0,471132952	13,16097543	term	1	0
öffentlich Verkehrsmittel	12634	0,686725099	0,029750518	9,869422307	term	1	0
fliegend Untertasse	640	0,68658501	0,028943369	9,82988716	idiom	1	0
motorisiert Individualverkehr	951	0,686112849	0,124523103	11,75391006	term	1	0
jeweilig Gebietsstand	542	0,734941245	0,001886695	5,947146248	free	1	0
golden Vlies	1178	0,685098693	0,010279508	8,374830745	ne	0	0
grau Vorzeit	1274	0,6846889	0,024792147	9,614899514	idiom	0	0
amerikanisch Ureinwohner	5265	0,684531327	0,02213084	9,45715993	term	1	0
gut Besserung	12460	0,683417236	0,007513918	7,933646427	cliche	0	0
öffentlich Verkehrsraum	487	0,682774468	0,001146766	5,230820621	term	1	0
europäisch Währungsunion	840	0,679372912	0,001759103	5,846987896	ne	1	0
berliner Theatertreffen	563	0,678790731	0,002482983	6,341820232	ne	1	0
ewig Jagdgrund	511	0,678286289	0,007828135	7,986563963	idiom	1	0
zweitklassig DDR-Liga	807	0,820092698	0,124095662	11,78625282	term	1	0
doppelt Abiturjahrgang	668	0,676485197	0,010833898	8,448999829	term	1	0
absolut Nullpunkt	599	0,67603835	0,003839652	6,967579359	term	1	0
barmherzig Samariter	578	0,676009274	0,173728665	12,14494834	idiom	0	0
vorpommersch Boddenlandschaft	442	0,815494236	0,366804466	13,01723867	ne	1	0
groß Lauschangriff	565	0,674551437	0,000241189	2,989940452	term	1	0
typisch Tageszeitenklima	501	0,674387472	0,003147091	6,682090984	term	1	0
nötig Kleingeld	1547	0,673390463	0,019960018	9,311409482	idiom	1	0
direkt Gegenzug	541	0,67103143	0,00271982	6,472616946	free	1	0
erst Weltcuppunkt	1219	0,805652406	0,000357471	3,555002134	term	1	0
programmiert Zelltod	519	0,671390226	0,118302776	11,68643538	term	1	0
eigen Gusto	434	0,636849432	0,000276455	3,185156385	free	0	0
persönlich Schutzausrüstung	1360	0,626168297	0,003463538	6,820244552	free	1	0
oberst Sowjet	1117	0,670448667	0,013402364	8,750391014	term	0	0
höher Töchterschule	929	0,670234435	0,003181658	6,698230649	ne	1	0
deutsch Presserat	590	0,670201184	0,000271666	3,161133941	ne	1	0
weiblich Haushaltsvorstand	491	0,746805293	0,004724799	7,265635289	free	1	0
geschützt Landschaftsbestandteil	468	0,669316367	0,01123369	8,500120051	term	1	0
katholisch Frauengemeinschaft	447	0,669281046	0,002589423	6,40191002	ne	1	0
frei Platzwahl	405	0,872685008	0,001015758	5,055521101	collocation	1	0
frei Meinungsäusserung	464	0,72636973	0,001163184	5,251095089	collocation	1	0
international Staatengemeinschaft	1211	0,668622033	0,002326115	6,249033753	term	1	0
erst Kreisbeigeordneter	893	0,668426139	0,000260737	3,106112077	term	1	0
deutsch Fußball-Bund	794	0,668121914	0,000365579	3,589355747	ne	1	0
rot Adlerorden	1656	0,667838276	0,00554874	7,495550402	term	1	0
parlamentarisch Kontrollgremium	525	0,667762196	0,015025278	8,911567606	term	1	0
eigen Süppchen	904	0,666101907	0,000576158	4,24316788	idiom	0	0
frei Meinungsäußerung	3685	0,669436793	0,009235578	8,22313892	collocation	1	0
berliner Morgenpost	2280	0,665319634	0,010055073	8,343292892	ne	1	0
französisch Revolutionstruppe	1326	0,877514126	0,003776034	6,94526167	free	1	0
dauerhaft Haarentfernung	665	0,664130307	0,016357035	9,03111238	term	1	0
alt Försterei	443	0,662639072	0,000409672	3,749864691	ne	1	0
europäisch Wirtschaftsgemeinschaft	829	0,662350183	0,001735906	5,827925417	ne	1	0
norddeutsch Lloyd	943	0,661174861	0,040253656	10,28009767	ne	0	0
us-amerikanisch Kabelsender	482	0,771569179	0,002847212	6,538826268	free	1	0
privat Equity	654	0,660603677	0,002499219	6,351243889	term	0	0
deutsch Beamtenbund	471	0,659847451	0,000216817	2,836255525	ne	1	0
deutsch Buchhandel	2494	0,664615142	0,001148206	5,238924015	free	1	0
bayerisch Denkmalliste	957	0,661013458	0,006011929	7,609595162	free	1	0
betrieblich Altersversorgung	2846	0,658433151	0,064868871	10,9183037	term	1	0
vier Evangelist	1954	0,658076797	0,002596456	6,40795618	error		
schnöde Mammon	477	0,65701065	0,147631033	11,94765411	idiom	0	0
deutsch Kreditbank	526	0,656420248	0,000242114	2,995533854	ne	1	0
bayerisch Staatsregierung	2837	0,656366706	0,01782204	9,151801815	ne	1	0
bremer Stadtmusikant	549	0,655027929	0,026558748	9,708076583	ne	1	0
hoch Venn	503	0,654777834	0,000577271	4,243617768	ne	0	0
grün Gentechnik	1503	0,654632219	0,009091305	8,199466019	term	1	0
päpstlich Legat	1088	0,654137372	0,051955022	10,62323619	term	0	0
nördlich Kalkalpen	578	0,654090094	0,005941144	7,592298532	ne	1	0
deutsch Free-TV-Sender	560	0,710557217	0,000258091	3,085905892	term	1	0
katholisch Soziallehre	834	0,653749196	0,00483112	7,296635809	free	1	0
us-amerikanisch American-Football-Spieler	1094	0,652270748	0,006461015	7,712435326	free	1	0
deutsch Festnetz	2314	0,645184309	0,00106481	5,130961416	free	1	0
neu Sachlichkeit	2089	0,652183648	0,000589906	4,284580914	term	0	0
militärisch Sperrgebiet	796	0,649777089	0,007379654	7,901915	term	1	0
letzt Kaltzeit	450	0,649683637	0,000280166	3,20417949	term	1	0
körperlich Züchtigung	592	0,649378107	0,006603808	7,743281289	term	0	0
russisch Zaren	404	0,611159945	0,002152466	6,136020775	free	0	0
national Volksarmee	2044	0,646569576	0,009570745	8,272532406	ne	1	0
sexuell Missbrauch	7628	0,64530638	0,1110346	11,60037004	term	0	0
deutsch Rechtswissenschaftler	1344	0,607126951	0,0006178	4,348007358	free	1	0
deutsch Nachkriegsgeschichte	530	0,606623191	0,000243623	3,006416686	free	1	0
deutsch Synchronfassung	987	0,603480239	0,000453648	3,902975186	free	1	0
angezogen Handbremse	672	0,64367017	0,301613888	12,71636039	idiom	1	0
eingetragen Warenzeichen	897	0,642890823	0,036988658	10,16263048	term	1	0
hoch Neuendorf	463	0,642185831	0,000531294	4,124149495	ne	1	0
professionell Zahnreinigung	978	0,64207374	0,009907124	8,321009301	term	1	0
früh Neuzeit	4841	0,641940826	0,023342302	9,528468344	term	1	0
deutsch Literaturarchiv	828	0,64139135	0,000380974	3,649780766	ne	1	0
nationalsozialistisch Machtergreifung	900	0,595439591	0,023452075	9,530331052	free	1	1
äußer Perigonblatt	521	0,641183595	0,006015435	7,609777396	term	1	0
persönlich ich	38994	0,6388598	0,099312994	11,46163149	error		
freiwillig Feuerwehr	23391	0,638790159	0,292348871	12,68254427	term	1	0
aktiv Sterbehilfe	1837	0,638522797	0,010619498	8,419806581	term	1	0
offen Ganztag	419	0,638407985	0,001668422	5,769988165	term	1	0
ausländisch Direktinvestition	596	0,638335759	0,006554419	7,732333499	term	1	0
europäisch Ethnologie	521	0,591623792	0,001090481	5,158953346	free	0	0
gemeldet Mannschaftskader	407	0,636880667	0,038613609	10,22038146	term	1	0
spezialisiert Rechtanwalt	2363	0,669260825	0,077583892	11,15379341	error		
wien Burgtheater	998	0,636540842	0,014639096	8,873466215	ne	1	0
hamburger Hochbahn	542	0,636364269	0,005188889	7,3983731	ne	1	0
beruflich Erstausbildung	417	0,636097133	0,003919461	6,996463551	term	1	0
französisch Juras	639	0,635924808	0,001818256	5,894140663	ne	1	0
europäisch Kulturhauptstadt	774	0,634591428	0,001620477	5,728983423	term	1	0
britisch Kronkolonie	485	0,634451039	0,002073899	6,082852496	term	1	0
augsburger Puppenkiste	515	0,634196667	0,06233205	10,86090568	ne	1	0
letzt Schliff	1994	0,633366869	0,001241048	5,349663905	idiom	0	0
neu Kantonsverfassung	416	0,632996799	0,000117377	1,957442043	term	1	0
interaktiv Whiteboard	455	0,632686879	0,01683117	9,069522584	term	1	0
deutsch Volkstum	527	0,577734372	0,000242027	2,99820259	free	0	0
deutsch Alpenverein	1424	0,631511366	0,000655028	4,431395348	ne	1	0
größer Durchgangsstraße	841	0,631260116	0,002127951	6,120533304	error		
hell Spiralgalaxie	406	0,631098229	0,006533152	7,727410432	term	1	0
rot Beete	832	0,63069154	0,002787397	6,508069839	compound	0	0
wirtschaftlich Totalschaden	560	0,630376373	0,002969078	6,598274768	term	1	0
eigen Faust	8022	0,629237186	0,005109194	7,382398146	idiom	0	0
berliner Senatsverwaltung	543	0,628769331	0,002394452	6,289421862	term	1	0
klassisch Homöopathie	1170	0,628580826	0,005292689	7,427097379	term	0	0
fest Ensemblemitglied	1060	0,647913599	0,006745762	7,773896856	collocation	1	0
international Funkausstellung	655	0,627747016	0,001257812	5,364518632	ne	1	0
britisch Empire	1107	0,626712449	0,00473351	7,26731091	ne	1	0
angegeben Qualifikationspunkt	648	0,954133793	0,015539409	8,968788078	free	1	0
mittler Familieneinkommen	508	0,625713488	0,003856134	6,973095406	term	1	0
stellvertretend Fraktionsvorsitzende	800	0,625061273	0,009519195	8,263631895	term	1	0
ehemalig Jugoslawien	2980	0,624972217	0,006007824	7,60947611	ne	0	0
deutsch Künstlerbund	1147	0,624015893	0,000527501	4,119585134	ne	1	0
römisch Kurie	1113	0,623912202	0,008494561	8,101842071	ne	0	0
heilig Dreifaltigkeit	1473	0,623433017	0,007623933	7,948094275	ne	1	0
beizulegend Zeitwert	536	0,623255444	0,881577283	13,54645294	term	1	0
deutsch Auslandsschule	451	0,622334143	0,000207403	2,773649223	ne	1	0
europäisch Zentralbank	5305	0,621842103	0,011105878	8,484123331	ne	1	0
deutsch Sportabzeichen	636	0,621114869	0,00029247	3,269352301	ne	1	0
hoch Tatra	784	0,620738785	0,000899428	4,883099121	ne	1	0
silbern Lorbeerblatt	737	0,620694491	0,018707546	9,21711067	term	1	0
unbestimmt Rechtsbegriff	806	0,620427777	0,077148803	11,13475411	term	1	0
bayerisch Staatsbibliothek	1418	0,620030727	0,00890723	8,169351826	ne	1	0
betrieblich Gesundheitsmanagement	859	0,619548237	0,019578765	9,280756624	term	1	0
allgemein Schulpflicht	830	0,619374017	0,002992798	6,610022749	term	1	0
schottisch Highland	573	0,619292127	0,017280653	9,105753614	ne	1	0
sozialistisch Einheitspartei	910	0,618815699	0,019750531	9,292929147	ne	1	0
früh Morgenstunde	6320	0,921595688	0,030489052	9,917655549	collocation	1	0
professionell Forderungsmanagement	404	0,65854907	0,004092594	7,058676328	term	1	0
öffentlich Gesundheitsdienst	718	0,617859418	0,00169015	5,789365961	ne	1	0
erst Rechtszug	534	0,617514824	0,000155591	2,364487364	term	1	0
hässlich Entlein	519	0,616329569	0,0425463	10,34893448	idiom	0	0
sozialistisch Arbeiterjugend	502	0,614962064	0,010895322	8,454735513	ne	1	0
preußisch Rheinprovinz	690	0,614464923	0,006920556	7,809416629	ne	1	0
politisch Aschermittwoch	433	0,614099457	0,000818622	4,746007896	term	1	0
vorläufig Insolvenzverwalter	960	0,614042455	0,029709986	9,859085042	term	1	0
rechtzeitig Absendung	405	0,854382525	0,041653456	10,34592095	collocation	0	0
christlich Abendland	1028	0,610482664	0,00754115	7,931943203	term	1	0
neu Lebensmut	489	0,72968638	0,000138483	2,190686815	collocation	1	0
biologisch Arbeitsstoff	633	0,606639316	0,012169098	8,610969364	term	1	0
früh Kindesalter	657	0,69124659	0,003168293	6,692014294	collocation	1	0
alt Ägypter	1426	0,569469107	0,001316932	5,43403272	collocation	0	0
folgend Nachbarcounty	575	0,994566242	0,000797983	4,707502305	free	1	0
kognitiv Verhaltenstherapie	613	0,604460835	0,03994841	10,26203452	term	1	0
britisch Admiralität	615	0,644133486	0,002629864	6,424285517	term	0	0
klein Racker	926	0,603472706	0,000552458	4,184761097	ne	0	0
sozial Gerechtigkeit	9080	0,603272639	0,024442257	9,590123138	term	0	0
berliner Mieterverein	433	0,602743533	0,001909236	5,963756579	ne	1	0
finnisch Meerbusen	706	0,602210704	0,019919724	9,30357422	ne	1	0
barrier Reef	481	0,602002036	0,840907458	13,48888023	ne	0	0
göttlich Vorsehung	506	0,598594561	0,011568204	8,538916941	term	0	0
bayerisch Staatsministerium	3460	0,59719573	0,02173305	9,425298203	ne	1	0
deutsch Ärztetag	717	0,596021132	0,000329475	3,44218185	ne	1	0
international Arbeitsorganisation	953	0,59595277	0,001829656	5,903969349	ne	1	0
deutsch Zeitungsverleger	529	0,595558944	0,000243082	3,003682704	ne	1	0
apostolisch Nuntius	2067	0,595441703	0,142426637	11,87897658	ne	0	0
anschließend Jurastudium	3294	0,896591235	0,034914688	10,10496878	free	1	0
fällig Nachwahl	827	0,595342809	0,078931923	11,15719745	term	1	0
sozial Brennpunkt	2311	0,595263982	0,006220669	7,658174486	term	1	0
ärztlich Schweigepflicht	621	0,595158479	0,013144028	8,719281521	term	1	0
medizinisch Versorgungszentrum	741	0,594547749	0,005973698	7,599051443	ne	1	0
deutsch Reichspost	582	0,594526982	0,000267428	3,141374726	ne	1	0
neu Teilnehmerrekord	434	0,84138563	0,000123302	2,018608638	free	1	0
elektronisch Rechtsverkehr	480	0,594211315	0,004200111	7,095064378	term	1	0
stellvertretend Vorsitzende	611	0,593929616	0,007270022	7,879055844	term	1	0
versucht Totschlag	555	0,592910036	0,068626707	10,97695249	term	1	0
betrieblich Gesundheitsförderung	1254	0,592688946	0,028581334	9,803508661	term	1	0
iranisch Atomprogramm	933	0,592636575	0,038170268	10,19867718	term	1	0
deutsch Fernsehpreis	1389	0,592300261	0,000638199	4,39543543	ne	1	0
notariell Beurkundung	738	0,592277529	0,175419307	12,11464257	term	1	0
eigen Haustür	1308	0,591705056	0,000832398	4,775361211	idiom	1	0
letzt Kriegstag	1323	0,830728032	0,000825936	4,759190644	free	1	0
fahrbar Untersatz	1039	0,590998822	0,280428156	12,60550223	idiom	1	0
örtlich Betäubung	1760	0,590970604	0,020711822	9,357357496	term	0	0
schweiz Nationalliga	416	0,590545344	0,005837691	7,565792807	ne	1	0
gefunden Fressen	1415	0,590452243	0,059252049	10,78518319	ne	0	0
zivil Konfliktbearbeitung	554	0,589174505	0,014969372	8,902158013	term	1	0
ambulant Pflegedienst	2080	0,58910643	0,076635022	11,11787431	term	1	0
direkt Wiederabstieg	642	0,589055788	0,003226905	6,717517758	term	1	0
aktuell Sportstudio	462	0,781777418	0,00091008	4,897643629	free	1	0
folgend Sitzverteilung	1013	0,771361972	0,001404332	5,523040934	free	1	0
zweit Weltkrieg	188068	0,588293402	0,155576894	11,98472071	ne	1	0
grün Bundestagsfraktion	499	0,588292025	0,003017897	6,621238201	term	1	0
römisch Kaiserzeit	1968	0,58680015	0,01501901	8,907178414	term	1	0
letzt Kriegsmonat	569	0,749445966	0,000354844	3,542622728	free	1	0
deutsch Bundesbahn	3488	0,58536571	0,001602269	5,72142533	ne	1	0
negativ Schufa	417	0,585124209	0,003877554	6,980402606	term	0	0
quedlinburger Denkmalverzeichnis	1061	0,584885378	0,355440019	12,82269084	ne	1	0
frei Religionsausübung	649	0,584755509	0,001625847	5,733494964	term	1	0
neu Besucherrekord	448	0,694221403	0,000126716	2,064361358	free	1	0
später Turniersieger	925	0,677274939	0,003440556	6,810501299	free	1	0
ehemalig Steinkohlenbergwerk	497	0,674570708	0,001002275	5,037112721	free	1	0
früh Samstagmorgen	428	0,659431551	0,002063818	6,075818789	free	1	0
frei Waldorfschule	1156	0,580326585	0,002895884	6,563176808	ne	1	0
ständig rühren	817	0,580114754	0,00752283	7,927494263	error		
frei Zeiteinteilung	642	0,580005154	0,001608265	5,717860612	term	1	0
beleidigt Leberwurst	496	0,579433012	0,289887105	12,62832873	idiom	1	0
ehemalig Heimkind	750	0,637392025	0,001512156	5,629484041	free	1	0
wissenschaftlich Beirat	4855	0,578864762	0,019503913	9,273493133	term	1	0
mailand Scala	865	0,577810977	0,281572275	12,5988936	term	0	0
früh Sonntagmorgen	613	0,564436826	0,002955088	6,591072916	free	1	0
gemeinsam Nenner	3787	0,576183616	0,010629723	8,419851171	idiom	0	0
privat Krankenversicherer	643	0,574825174	0,00245644	6,32606865	term	1	0
musikalisch Früherziehung	1268	0,825955406	0,010044505	8,3453188	collocation	1	0
richtig Riecher	549	0,573870379	0,001274879	5,383732381	idiom	0	0
kommunal Finanzausgleich	863	0,582755036	0,012394296	8,635837441	term	1	0
grün Dreiberg	639	0,571735253	0,00386444	6,975679696	ne	1	0
musikalisch Untermalung	2501	0,631568845	0,019806975	9,298174296	collocation	0	0
heilig Nikolaus	1570	0,570340987	0,008124783	8,037232906	ne	0	0
dicht Unterholz	425	0,570274143	0,011031013	8,470289271	term	1	0
musikalisch Umrahmung	1366	0,628272219	0,010818146	8,445534745	collocation	0	0
international Raumstation	1937	0,569739236	0,003718065	6,922296423	ne	1	0
geistig Umnachtung	684	0,832659193	0,007400211	7,909160185	collocation	0	0
deutsch Kriegsmarine	1031	0,569428112	0,00047336	3,965784092	ne	1	0
landwirtschaftlich Nutzfläche	2902	0,568823751	0,046223936	10,4524517	term	1	0
diesjährig Cebit	424	0,568779613	0,006218461	7,655473782	ne	0	0
best Hauptdarstellerin	1798	0,568526159	0,003068574	6,647302288	term	1	0
unter Naturschutzbehörde	2311	0,566577786	0,017195865	9,095858824	ne	1	0
depressiv Verstimmung	1370	0,566310165	0,150975437	11,93149237	term	0	0
leiblich Wohl	8286	0,67168812	0,419268749	13,04630927	collocation	0	0
alt Ägypten	2594	0,565966565	0,002395453	6,294491506	ne	0	0
links Rheinufer	1466	0,565665469	0,007363997	7,897191798	ne	1	0
tickend Zeitbombe	630	0,564513428	0,544980203	13,1494609	idiom	1	0
offen Feldschlacht	445	0,668894185	0,001772114	5,856791653	collocation	1	0
klein Meerjungfrau	550	0,56316729	0,000327805	3,433657036	ne	1	0
deutsch Aids-hilfe	587	0,562150045	0,000269441	3,153674024	ne	1	0
stark Tobak	702	0,561905898	0,001843107	5,913825963	idiom	0	0
körperlich Ertüchtigung	718	0,583283245	0,008008706	8,016593501	collocation	0	0
schriftlich Auftragsbestätigung	411	0,571259728	0,005708734	7,533445912	free	1	0
zulässig Gesamtgewicht	1569	0,665851058	0,069310324	11,0064509	free	1	0
höher Bürgerschule	697	0,560601892	0,002386059	6,284414622	ne	1	0
höher Handelsschule	848	0,559723627	0,002902969	6,565986532	ne	1	0
nationalsozialistisch Gewaltherrschaft	613	0,559112655	0,015973126	8,991384024	term	1	0
finanziell Ruin	1154	0,558798439	0,006900344	7,804168315	idiom	0	0
deutsch Bauernkrieg	498	0,558050266	0,000228556	2,916558721	ne	1	0
vereinigt Königreich	19433	0,557879293	0,129815583	11,75375753	ne	1	0
